record_id,synthetic_label,name,type,operator,area,area_id,state,region,lat,lng,status,cash_availability,accessibility,road_access,source_type,scenario_label,data_label,notes
SYN-AP-0072,SYNTHETIC_RECORD,Axis Bank Branch Kolkata Zone 1,Bank,Axis Bank,Kolkata,KOL,West Bengal,East,22.488423,88.3261,active,branch_cash_service,business_hours,rural_road,mock_osm_style,legacy_metro,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0073,SYNTHETIC_RECORD,Union Bank Branch Kolkata Zone 2,Bank,Union Bank,Kolkata,KOL,West Bengal,East,22.527434,88.37265,active,branch_cash_service,business_hours,transit_hub,mock_osm_style,legacy_metro,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0074,SYNTHETIC_RECORD,Axis Bank Branch Kolkata Zone 3,Bank,Axis Bank,Kolkata,KOL,West Bengal,East,22.53744,88.2981,active,branch_cash_service,business_hours,main_road,mock_osm_style,legacy_metro,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0075,SYNTHETIC_RECORD,ICICI Bank Branch Kolkata Zone 4,Bank,ICICI Bank,Kolkata,KOL,West Bengal,East,22.52026,88.31528,active,branch_cash_service,business_hours,transit_hub,mock_osm_style,legacy_metro,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0076,SYNTHETIC_RECORD,HDFC Bank ATM Kochi Zone 1,ATM,HDFC Bank,Kochi,KOC,Kerala,South,9.879581,76.302038,active,low,24x7,residential_road,mock_osm_style,medium_city,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0077,SYNTHETIC_RECORD,Federal Bank ATM Kochi Zone 2,ATM,Federal Bank,Kochi,KOC,Kerala,South,9.950921,76.29734,active,low,24x7,transit_hub,mock_osm_style,medium_city,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0078,SYNTHETIC_RECORD,Canara Bank ATM Kochi Zone 3,ATM,Canara Bank,Kochi,KOC,Kerala,South,10.018905,76.262928,active,low,24x7,residential_road,mock_osm_style,medium_city,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0079,SYNTHETIC_RECORD,HDFC Bank ATM Kochi Zone 4,ATM,HDFC Bank,Kochi,KOC,Kerala,South,9.883232,76.256305,active,high,24x7,main_road,mock_osm_style,medium_city,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0080,SYNTHETIC_RECORD,PNB ATM Kochi Zone 5,ATM,PNB,Kochi,KOC,Kerala,South,9.885187,76.192143,active,high,24x7,transit_hub,mock_osm_style,medium_city,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0081,SYNTHETIC_RECORD,ICICI Bank ATM Kochi Zone 6,ATM,ICICI Bank,Kochi,KOC,Kerala,South,9.987901,76.314924,temporarily_unavailable,none,24x7,rural_road,mock_osm_style,medium_city,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0082,SYNTHETIC_RECORD,SBI Branch Kochi Zone 1,Bank,SBI,Kochi,KOC,Kerala,South,10.006195,76.226651,active,branch_cash_service,business_hours,transit_hub,mock_osm_style,medium_city,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0083,SYNTHETIC_RECORD,Federal Bank Branch Kochi Zone 2,Bank,Federal Bank,Kochi,KOC,Kerala,South,9.896875,76.267455,temporarily_unavailable,branch_cash_service,business_hours,rural_road,mock_osm_style,medium_city,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0084,SYNTHETIC_RECORD,ICICI Bank Branch Kochi Zone 3,Bank,ICICI Bank,Kochi,KOC,Kerala,South,9.923347,76.29656,active,branch_cash_service,business_hours,main_road,mock_osm_style,medium_city,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0085,SYNTHETIC_RECORD,PNB Branch Kochi Zone 4,Bank,PNB,Kochi,KOC,Kerala,South,9.983382,76.349165,active,branch_cash_service,business_hours,transit_hub,mock_osm_style,medium_city,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0086,SYNTHETIC_RECORD,PNB ATM Ahmedabad Zone 1,ATM,PNB,Ahmedabad,AMD,Gujarat,West,23.014053,72.609521,active,high,24x7,main_road,mock_osm_style,industrial_city,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0087,SYNTHETIC_RECORD,SBI ATM Ahmedabad Zone 2,ATM,SBI,Ahmedabad,AMD,Gujarat,West,23.033202,72.522686,active,low,24x7,residential_road,mock_osm_style,industrial_city,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0088,SYNTHETIC_RECORD,Federal Bank ATM Ahmedabad Zone 3,ATM,Federal Bank,Ahmedabad,AMD,Gujarat,West,23.010554,72.603229,active,medium,24x7,market_road,mock_osm_style,industrial_city,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0089,SYNTHETIC_RECORD,HDFC Bank ATM Ahmedabad Zone 4,ATM,HDFC Bank,Ahmedabad,AMD,Gujarat,West,22.937026,72.56665,active,medium,24x7,market_road,mock_osm_style,industrial_city,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0090,SYNTHETIC_RECORD,HDFC Bank ATM Ahmedabad Zone 5,ATM,HDFC Bank,Ahmedabad,AMD,Gujarat,West,23.085212,72.500751,active,high,24x7,residential_road,mock_osm_style,industrial_city,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0091,SYNTHETIC_RECORD,Canara Bank Branch Ahmedabad Zone 1,Bank,Canara Bank,Ahmedabad,AMD,Gujarat,West,23.059295,72.506539,active,branch_cash_service,business_hours,transit_hub,mock_osm_style,industrial_city,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0092,SYNTHETIC_RECORD,Canara Bank Branch Ahmedabad Zone 2,Bank,Canara Bank,Ahmedabad,AMD,Gujarat,West,23.028455,72.610125,active,branch_cash_service,business_hours,transit_hub,mock_osm_style,industrial_city,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0093,SYNTHETIC_RECORD,Axis Bank Branch Ahmedabad Zone 3,Bank,Axis Bank,Ahmedabad,AMD,Gujarat,West,23.009401,72.539899,active,branch_cash_service,business_hours,market_road,mock_osm_style,industrial_city,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0094,SYNTHETIC_RECORD,HDFC Bank ATM Jaipur Zone 1,ATM,HDFC Bank,Jaipur,JAI,Rajasthan,North,26.955609,75.733653,active,high,24x7,main_road,mock_osm_style,tourism_city,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0095,SYNTHETIC_RECORD,PNB ATM Jaipur Zone 2,ATM,PNB,Jaipur,JAI,Rajasthan,North,26.853243,75.782033,active,low,24x7,main_road,mock_osm_style,tourism_city,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0096,SYNTHETIC_RECORD,Axis Bank ATM Jaipur Zone 3,ATM,Axis Bank,Jaipur,JAI,Rajasthan,North,26.857431,75.754752,active,medium,24x7,market_road,mock_osm_style,tourism_city,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0097,SYNTHETIC_RECORD,SBI ATM Jaipur Zone 4,ATM,SBI,Jaipur,JAI,Rajasthan,North,26.84398,75.771547,active,medium,24x7,market_road,mock_osm_style,tourism_city,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0098,SYNTHETIC_RECORD,Federal Bank ATM Jaipur Zone 5,ATM,Federal Bank,Jaipur,JAI,Rajasthan,North,26.918724,75.826276,active,low,24x7,rural_road,mock_osm_style,tourism_city,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0099,SYNTHETIC_RECORD,HDFC Bank Branch Jaipur Zone 1,Bank,HDFC Bank,Jaipur,JAI,Rajasthan,North,26.986998,75.708382,active,branch_cash_service,business_hours,residential_road,mock_osm_style,tourism_city,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0100,SYNTHETIC_RECORD,Federal Bank Branch Jaipur Zone 2,Bank,Federal Bank,Jaipur,JAI,Rajasthan,North,26.92131,75.823028,active,branch_cash_service,business_hours,rural_road,mock_osm_style,tourism_city,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0101,SYNTHETIC_RECORD,HDFC Bank Branch Jaipur Zone 3,Bank,HDFC Bank,Jaipur,JAI,Rajasthan,North,26.880881,75.754833,active,branch_cash_service,business_hours,main_road,mock_osm_style,tourism_city,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0102,SYNTHETIC_RECORD,SBI ATM Lucknow Zone 1,ATM,SBI,Lucknow,LKO,Uttar Pradesh,North,26.902867,80.883906,active,low,24x7,market_road,mock_osm_style,underserved_urban,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0103,SYNTHETIC_RECORD,Federal Bank ATM Lucknow Zone 2,ATM,Federal Bank,Lucknow,LKO,Uttar Pradesh,North,26.927112,81.031276,active,medium,24x7,residential_road,mock_osm_style,underserved_urban,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0104,SYNTHETIC_RECORD,Canara Bank ATM Lucknow Zone 3,ATM,Canara Bank,Lucknow,LKO,Uttar Pradesh,North,26.913353,81.015639,active,low,24x7,market_road,mock_osm_style,underserved_urban,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0105,SYNTHETIC_RECORD,Federal Bank ATM Lucknow Zone 4,ATM,Federal Bank,Lucknow,LKO,Uttar Pradesh,North,26.817243,81.029123,active,low,24x7,transit_hub,mock_osm_style,underserved_urban,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0106,SYNTHETIC_RECORD,Canara Bank Branch Lucknow Zone 1,Bank,Canara Bank,Lucknow,LKO,Uttar Pradesh,North,26.758686,80.963588,active,branch_cash_service,business_hours,transit_hub,mock_osm_style,underserved_urban,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0107,SYNTHETIC_RECORD,ICICI Bank Branch Lucknow Zone 2,Bank,ICICI Bank,Lucknow,LKO,Uttar Pradesh,North,26.809416,80.878105,active,branch_cash_service,business_hours,main_road,mock_osm_style,underserved_urban,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0108,SYNTHETIC_RECORD,Canara Bank ATM Guwahati Zone 1,ATM,Canara Bank,Guwahati,GAU,Assam,North East,26.131796,91.809254,active,high,24x7,main_road,mock_osm_style,high_travel_burden,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0109,SYNTHETIC_RECORD,Axis Bank ATM Guwahati Zone 2,ATM,Axis Bank,Guwahati,GAU,Assam,North East,26.173728,91.676778,active,high,24x7,market_road,mock_osm_style,high_travel_burden,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0110,SYNTHETIC_RECORD,PNB ATM Guwahati Zone 3,ATM,PNB,Guwahati,GAU,Assam,North East,26.125845,91.658833,active,high,24x7,transit_hub,mock_osm_style,high_travel_burden,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0111,SYNTHETIC_RECORD,Canara Bank Branch Guwahati Zone 1,Bank,Canara Bank,Guwahati,GAU,Assam,North East,26.146252,91.704793,active,branch_cash_service,business_hours,rural_road,mock_osm_style,high_travel_burden,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0112,SYNTHETIC_RECORD,PNB ATM Patna Zone 1,ATM,PNB,Patna,PAT,Bihar,East,25.653495,85.15033,active,low,24x7,transit_hub,mock_osm_style,underserved_urban,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0113,SYNTHETIC_RECORD,Federal Bank ATM Patna Zone 2,ATM,Federal Bank,Patna,PAT,Bihar,East,25.594996,85.12105,active,medium,24x7,main_road,mock_osm_style,underserved_urban,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0114,SYNTHETIC_RECORD,Axis Bank ATM Patna Zone 3,ATM,Axis Bank,Patna,PAT,Bihar,East,25.519139,85.152909,active,high,24x7,rural_road,mock_osm_style,underserved_urban,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0115,SYNTHETIC_RECORD,Union Bank Branch Patna Zone 1,Bank,Union Bank,Patna,PAT,Bihar,East,25.529156,85.058048,active,branch_cash_service,business_hours,market_road,mock_osm_style,underserved_urban,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0116,SYNTHETIC_RECORD,Axis Bank ATM Bhopal Zone 1,ATM,Axis Bank,Bhopal,BHO,Madhya Pradesh,Central,23.298836,77.470602,active,medium,24x7,rural_road,mock_osm_style,moderate_access,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0117,SYNTHETIC_RECORD,HDFC Bank ATM Bhopal Zone 2,ATM,HDFC Bank,Bhopal,BHO,Madhya Pradesh,Central,23.33823,77.472508,active,medium,24x7,residential_road,mock_osm_style,moderate_access,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0118,SYNTHETIC_RECORD,SBI ATM Bhopal Zone 3,ATM,SBI,Bhopal,BHO,Madhya Pradesh,Central,23.212359,77.366013,active,high,24x7,market_road,mock_osm_style,moderate_access,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0119,SYNTHETIC_RECORD,ICICI Bank Branch Bhopal Zone 1,Bank,ICICI Bank,Bhopal,BHO,Madhya Pradesh,Central,23.302248,77.326029,active,branch_cash_service,business_hours,market_road,mock_osm_style,moderate_access,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0120,SYNTHETIC_RECORD,Federal Bank Branch Bhopal Zone 2,Bank,Federal Bank,Bhopal,BHO,Madhya Pradesh,Central,23.346894,77.421103,active,branch_cash_service,business_hours,transit_hub,mock_osm_style,moderate_access,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0121,SYNTHETIC_RECORD,PNB ATM Bhubaneswar Zone 1,ATM,PNB,Bhubaneswar,BBI,Odisha,East,20.246472,85.782615,active,low,24x7,main_road,mock_osm_style,moderate_access,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0122,SYNTHETIC_RECORD,Canara Bank ATM Bhubaneswar Zone 2,ATM,Canara Bank,Bhubaneswar,BBI,Odisha,East,20.215731,85.898862,active,low,24x7,rural_road,mock_osm_style,moderate_access,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0123,SYNTHETIC_RECORD,Union Bank ATM Bhubaneswar Zone 3,ATM,Union Bank,Bhubaneswar,BBI,Odisha,East,20.303078,85.774526,active,low,24x7,market_road,mock_osm_style,moderate_access,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0124,SYNTHETIC_RECORD,Union Bank ATM Bhubaneswar Zone 4,ATM,Union Bank,Bhubaneswar,BBI,Odisha,East,20.381443,85.755116,temporarily_unavailable,none,24x7,transit_hub,mock_osm_style,moderate_access,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0125,SYNTHETIC_RECORD,Union Bank Branch Bhubaneswar Zone 1,Bank,Union Bank,Bhubaneswar,BBI,Odisha,East,20.295733,85.756891,active,branch_cash_service,business_hours,transit_hub,mock_osm_style,moderate_access,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0126,SYNTHETIC_RECORD,Union Bank Branch Bhubaneswar Zone 2,Bank,Union Bank,Bhubaneswar,BBI,Odisha,East,20.288224,85.820696,active,branch_cash_service,business_hours,main_road,mock_osm_style,moderate_access,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0127,SYNTHETIC_RECORD,Federal Bank ATM Srinagar Zone 1,ATM,Federal Bank,Srinagar,SRI,Jammu and Kashmir,North,34.14357,74.732471,active,low,24x7,main_road,mock_osm_style,terrain_access_risk,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0128,SYNTHETIC_RECORD,PNB ATM Srinagar Zone 2,ATM,PNB,Srinagar,SRI,Jammu and Kashmir,North,34.072342,74.801727,active,low,24x7,main_road,mock_osm_style,terrain_access_risk,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0129,SYNTHETIC_RECORD,Union Bank Branch Srinagar Zone 1,Bank,Union Bank,Srinagar,SRI,Jammu and Kashmir,North,34.153472,74.729524,active,branch_cash_service,business_hours,transit_hub,mock_osm_style,terrain_access_risk,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0130,SYNTHETIC_RECORD,Union Bank ATM Ranchi Zone 1,ATM,Union Bank,Ranchi,RAN,Jharkhand,East,23.396698,85.396682,active,low,24x7,transit_hub,mock_osm_style,underserved_urban,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0131,SYNTHETIC_RECORD,PNB ATM Ranchi Zone 2,ATM,PNB,Ranchi,RAN,Jharkhand,East,23.280131,85.261274,active,high,24x7,residential_road,mock_osm_style,underserved_urban,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0132,SYNTHETIC_RECORD,PNB ATM Ranchi Zone 3,ATM,PNB,Ranchi,RAN,Jharkhand,East,23.363466,85.332001,active,low,24x7,rural_road,mock_osm_style,underserved_urban,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0133,SYNTHETIC_RECORD,Axis Bank Branch Ranchi Zone 1,Bank,Axis Bank,Ranchi,RAN,Jharkhand,East,23.383237,85.388357,active,branch_cash_service,business_hours,main_road,mock_osm_style,underserved_urban,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0134,SYNTHETIC_RECORD,Union Bank Branch ZeroATM Nagar Zone 1,Bank,Union Bank,ZeroATM Nagar,ZAN,Synthetic State,Edge Case,24.206396,82.470969,active,branch_cash_service,business_hours,main_road,mock_osm_style,edge_no_atm,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0135,SYNTHETIC_RECORD,SBI Branch ZeroATM Nagar Zone 2,Bank,SBI,ZeroATM Nagar,ZAN,Synthetic State,Edge Case,24.027098,82.413999,active,branch_cash_service,business_hours,rural_road,mock_osm_style,edge_no_atm,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0136,SYNTHETIC_RECORD,Axis Bank Branch BankOnly Puram Zone 1,Bank,Axis Bank,BankOnly Puram,BOP,Synthetic State,Edge Case,21.492727,79.250378,temporarily_unavailable,branch_cash_service,business_hours,market_road,mock_osm_style,edge_bank_only,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0137,SYNTHETIC_RECORD,HDFC Bank Branch BankOnly Puram Zone 2,Bank,HDFC Bank,BankOnly Puram,BOP,Synthetic State,Edge Case,21.563853,79.18656,active,branch_cash_service,business_hours,rural_road,mock_osm_style,edge_bank_only,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0138,SYNTHETIC_RECORD,HDFC Bank Branch BankOnly Puram Zone 3,Bank,HDFC Bank,BankOnly Puram,BOP,Synthetic State,Edge Case,21.458618,78.989748,active,branch_cash_service,business_hours,transit_hub,mock_osm_style,edge_bank_only,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0139,SYNTHETIC_RECORD,PNB Branch BankOnly Puram Zone 4,Bank,PNB,BankOnly Puram,BOP,Synthetic State,Edge Case,21.286931,79.270399,temporarily_unavailable,branch_cash_service,business_hours,residential_road,mock_osm_style,edge_bank_only,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
SYN-AP-0140,SYNTHETIC_RECORD,HDFC Bank ATM Remote Gap Block Zone 1,ATM,HDFC Bank,Remote Gap Block,RGB,Synthetic State,Edge Case,27.651129,93.221614,active,medium,24x7,residential_road,mock_osm_style,edge_remote_high_distance,synthetic_mock_data,Synthetic India-wide access point for academic PoC.
